season_year,teamTriCode,teamCommonName,conferenceAbbrev,divisionAbbrev,gamesPlayed,wins,losses,otLosses,points,goalFor,goalAgainst,goalDifferential,points_percentage,season_type,prior_season_year,total_mis,total_aav_spent,signing_count,signing_count_tier1,signing_count_tier2,signing_count_tier3,signing_count_tier4,has_goalie_signing,offseason_data_pending,total_aav_committed,total_contract_value,signing_count_cap,cap_ceiling,cap_ceiling_change,cap_spending_pct,near_cap_floor,heavy_spender,count_within_division,count_cross_division,count_cross_conference,total_signing_count,pct_cross_conference,any_cross_conference,net_total_aav_committed,total_aav_lost,net_aav,mean_contract_years,max_contract_years,count_long_term,weighted_avg_years,total_ufa_decisions,count_re_signed,count_new_signings,pct_retained,aav_retained,aav_new,pct_aav_retained,no_ufa_activity,prior_season_points_pct,mis_index
2024,NYI,Islanders,E,M,82,39,27,16,94,246,263,-17,0.573171,standard,2023,853750,9325000,5,0,1,2,0,FALSE,FALSE,9325000,30325000,5,88000000,4500000,0.1059659090909091,FALSE,FALSE,1,2,2,8,0.25,TRUE,9325000,1550000,7775000,2.2,4,0,3.25201072386059,8,3,5,0.375,2800000,9325000,0.2309278350515464,FALSE,0.567073,21.8
2024,NYR,Rangers,E,M,82,55,23,4,114,282,229,53,0.695122,standard,2023,351896.2,1562606,3,0,1,2,0,FALSE,FALSE,1562606,5350000,3,88000000,4500000,0.01775688636363636,TRUE,FALSE,0,1,2,4,0.5,TRUE,1562606,4350712,-2788106,2,3,0,1.5041014817554776,4,1,3,0.25,775000,1562606,0.3315357677897815,FALSE,0.652439,9
2024,OTT,Senators,E,A,82,37,41,4,78,255,281,-26,0.47561,standard,2023,1348871.1,6552422,10,0,2,3,1,FALSE,FALSE,6552422,29350000,10,88000000,4500000,0.07445934090909091,FALSE,FALSE,6,0,4,11,0.3636363636363637,TRUE,6552422,1600905,4951517,1.4,3,0,1.7937236032721946,11,1,10,0.09090909090909093,775000,6552422,0.10576707606031152,FALSE,0.52439,34.4
2024,PHI,Flyers,E,M,82,38,33,11,87,235,261,-26,0.530488,standard,2023,426250,1550000,2,1,0,1,0,TRUE,FALSE,1550000,2325000,2,88000000,4500000,0.01761363636363636,TRUE,FALSE,0,1,1,3,0.3333333333333333,TRUE,1550000,1550905,-905,1.5,2,0,1.5,3,1,2,0.3333333333333333,106,1550000,6.83824202989989e-5,FALSE,0.457317,10.9
2024,PIT,Penguins,E,M,82,38,32,12,88,255,251,4,0.536585,standard,2023,2097500,9725000,8,0,4,2,2,FALSE,FALSE,9725000,12350000,8,88000000,4500000,0.11051136363636364,FALSE,FALSE,2,2,4,9,0.4444444444444444,TRUE,9725000,4062500,5662500,1.25,2,0,1.2699228791773778,9,1,8,0.1111111111111111,775000,9725000,0.07380952380952381,FALSE,0.554878,53.5
2024,SEA,Kraken,W,P,82,34,35,13,81,217,236,-19,0.493902,standard,2023,2754464.25,11792857,7,0,4,1,2,FALSE,FALSE,11792857,55425000,7,88000000,4500000,0.13400973863636365,FALSE,FALSE,1,0,6,7,0.8571428571428571,TRUE,11792857,9045805,2747052,2,7,1,4.699878833432814,7,0,7,0,0,11792857,0,FALSE,0.609756,70.2
2024,SJS,Sharks,W,P,82,19,54,9,47,181,331,-150,0.286585,standard,2023,364274.05,1628328,7,0,2,3,0,FALSE,FALSE,1628328,62825000,7,88000000,4500000,0.01850372727272727,TRUE,FALSE,2,2,3,7,0.42857142857142855,TRUE,1628328,3100000,-1471672,2.2857142857142856,4,0,1.003532457834048,7,0,7,0,0,1628328,0,FALSE,0.365854,9.3
2024,STL,Blues,W,C,82,43,33,6,92,239,250,-11,0.560976,standard,2023,625000,2500000,3,0,3,0,0,FALSE,FALSE,2500000,2500000,3,88000000,4500000,0.0284090909090909,TRUE,FALSE,2,0,1,4,0.25,TRUE,2500000,5325000,-2825000,1,1,0,1,4,1,3,0.25,106,2500000,4.239820231622179e-5,FALSE,0.493902,15.9
2024,TBL,Lightning,E,A,82,45,29,8,98,291,268,23,0.597561,standard,2023,588885.75,4025905,6,0,2,0,2,FALSE,FALSE,4025905,8325000,6,88000000,4500000,0.04574892045454545,TRUE,FALSE,3,1,2,6,0.3333333333333333,TRUE,4025905,13852416,-9826511,1.6666666666666667,3,0,1.844530608645758,6,0,6,0,0,4025905,0,FALSE,0.597561,15
2024,TOR,Maple Leafs,E,A,82,46,26,10,102,303,263,40,0.621951,standard,2023,2885000,11295000,7,1,4,1,1,TRUE,FALSE,11295000,24295000,7,88000000,4500000,0.12835227272727273,FALSE,FALSE,4,1,2,9,0.2222222222222222,TRUE,11295000,20550000,-9255000,1.5714285714285714,4,0,2.1509517485613103,9,2,7,0.2222222222222222,5375000,11295000,0.3224355128974205,FALSE,0.676829,73.5
2024,VAN,Canucks,W,P,82,50,23,9,109,279,223,56,0.664634,standard,2023,2598801.5,13375206,8,2,2,1,3,TRUE,FALSE,13375206,54125000,8,88000000,4500000,0.15199097727272728,FALSE,TRUE,2,2,4,8,0.5,TRUE,13375206,20150612,-6775406,2.125,7,1,3.7476366345310863,8,0,8,0,0,13375206,0,FALSE,0.506098,66.3
2024,VGK,Golden Knights,W,P,82,45,29,8,98,267,245,22,0.597561,standard,2023,1600000,8975000,8,1,1,3,1,TRUE,FALSE,8975000,9750000,8,88000000,4500000,0.10198863636363636,FALSE,FALSE,1,2,5,9,0.5555555555555556,TRUE,8975000,12375612,-3400612,1.125,2,0,1.086350974930362,9,1,8,0.1111111111111111,875000,8975000,0.08883248730964467,FALSE,0.676829,40.8
2024,WPG,Jets,W,C,82,52,24,6,110,259,199,60,0.670732,standard,2023,504068.85,2325911,5,2,1,2,0,TRUE,FALSE,2325911,5700000,5,88000000,4500000,0.02643080681818182,TRUE,FALSE,2,0,3,6,0.5,TRUE,2325911,11902423,-9576512,1.4,2,0,1.3335488761177878,6,1,5,0.16666666666666666,1500000,2325911,0.39206348501049815,FALSE,0.579268,12.9
2024,WSH,Capitals,E,M,82,40,31,11,91,220,257,-37,0.554878,standard,2023,0,0,0,0,0,0,0,FALSE,FALSE,0,0,0,88000000,4500000,0,TRUE,FALSE,0,0,0,0,0,FALSE,10700106,4550000,6150106,1.8571428571428572,6,1,3.859784753534217,7,0,7,0,0,10700106,0,FALSE,0.487805,0
2025,ANA,Ducks,W,P,82,35,37,10,80,221,263,-42,0.487805,standard,2024,141.20000000000002,706,1,0,0,1,0,FALSE,FALSE,706,21000000,1,95500000,7500000,7.392670157068063e-6,TRUE,FALSE,0,1,0,1,0,FALSE,706,4400000,-4399294,3,3,0,3,1,0,1,0,0,706,0,FALSE,0.359756,0
2025,BOS,Bruins,E,A,82,33,39,10,76,222,272,-50,0.463415,standard,2024,1871250,10025000,7,0,2,3,2,FALSE,FALSE,10025000,26925000,7,95500000,7500000,0.1049738219895288,FALSE,FALSE,1,2,4,8,0.5,TRUE,10025000,4650312,5374688,1.8571428571428572,5,1,2.685785536159601,8,1,7,0.125,775000,10025000,0.07175925925925926,FALSE,0.664634,67
2025,BUF,Sabres,E,A,82,36,39,7,79,269,289,-20,0.481707,standard,2024,1548976.25,7225905,8,2,1,2,2,TRUE,FALSE,7225905,12975000,8,95500000,7500000,0.07566392670157068,FALSE,FALSE,2,3,3,8,0.375,TRUE,7225905,2500000,4725905,1.5,2,0,1.6711962031053549,8,0,8,0,0,7225905,0,FALSE,0.512195,55.5
2025,CAR,Hurricanes,E,M,82,47,30,5,99,266,233,33,0.603659,standard,2024,1666250,10375000,3,0,1,0,2,FALSE,FALSE,10375000,52875000,3,95500000,7500000,0.1086387434554974,FALSE,FALSE,2,0,1,6,0.16666666666666666,TRUE,10375000,9550106,824894,2.6666666666666665,6,1,5.096385542168675,6,3,3,0.5,2325000,10375000,0.1830708661417323,FALSE,0.676829,59.7
2025,CBJ,Blue Jackets,E,M,82,40,33,9,89,273,268,5,0.542683,standard,2024,570227.75,2850911,5,0,3,1,1,FALSE,FALSE,2850911,5950000,5,95500000,7500000,0.02985247120418848,TRUE,FALSE,2,0,3,5,0.6,TRUE,2850911,7575106,-4724195,1.2,2,0,1.455994592605662,5,0,5,0,0,2850911,0,FALSE,0.402439,20.4
2025,CGY,Flames,W,P,82,41,27,14,96,225,238,-13,0.585366,standard,2024,0,0,0,0,0,0,0,FALSE,FALSE,0,0,0,95500000,7500000,0,TRUE,FALSE,0,0,0,1,0,FALSE,0,7400000,-7400000,0,0,0,0,1,1,0,1,1750000,0,1,FALSE,0.493902,0
2025,CHI,Blackhawks,W,C,82,25,46,11,61,226,296,-70,0.371951,standard,2024,170026.5,850106,2,0,1,1,0,FALSE,FALSE,850106,2700000,2,95500000,7500000,0.0089016335078534,TRUE,FALSE,1,0,1,2,0.5,TRUE,850106,1975000,-1124894,1.5,2,0,1.999875309667265,2,0,2,0,0,850106,0,FALSE,0.317073,6.1
2025,COL,Avalanche,W,C,82,49,29,4,102,277,234,43,0.621951,standard,2024,740026.5,3900106,5,0,2,2,1,FALSE,FALSE,3900106,5675000,5,95500000,7500000,0.04083880628272251,TRUE,FALSE,0,3,2,6,0.3333333333333333,TRUE,3900106,5275406,-1375300,1.2,2,0,1.1987125478128031,6,1,5,0.16666666666666666,1250000,3900106,0.24271345094644653,FALSE,0.652439,26.5
2025,DAL,Stars,W,C,82,50,26,6,106,277,224,53,0.646341,standard,2024,116291.2,775206,2,0,0,1,1,FALSE,FALSE,775206,6775000,2,95500000,7500000,0.00811734031413612,TRUE,FALSE,1,0,1,2,0.5,TRUE,775206,5376617,-4601411,2,3,0,1.0005314716346363,2,0,2,0,0,775206,0,FALSE,0.689024,4.2
2025,DET,Red Wings,E,A,82,39,35,8,86,238,259,-21,0.52439,standard,2024,992542.4,4550212,5,0,3,1,1,FALSE,FALSE,4550212,9450000,5,95500000,7500000,0.04764619895287958,TRUE,FALSE,3,1,1,5,0.2,TRUE,4550212,2275000,2275212,1.2,2,0,1.6373329418497424,5,0,5,0,0,4550212,0,FALSE,0.554878,35.6
2025,EDM,Oilers,W,P,82,48,29,5,101,259,236,23,0.615854,standard,2024,1382500,8200000,6,1,1,1,1,TRUE,FALSE,8200000,13350000,6,95500000,7500000,0.08586387434554973,FALSE,FALSE,0,0,6,6,1,TRUE,8200000,2326530,5873470,1.5,2,0,1.6280487804878048,6,0,6,0,0,8200000,0,FALSE,0.634146,49.5
2025,FLA,Panthers,E,A,82,47,31,4,98,252,223,29,0.597561,standard,2024,891250,3875000,5,1,1,2,1,TRUE,FALSE,3875000,3875000,5,95500000,7500000,0.04057591623036649,TRUE,FALSE,2,2,1,6,0.16666666666666666,TRUE,3875000,6926011,-3051011,1,1,0,1,6,1,5,0.16666666666666666,775000,3875000,0.16666666666666666,FALSE,0.670732,31.9
2025,LAK,Kings,W,P,82,48,25,9,105,250,206,44,0.640244,standard,2024,2791382.4,11575612,8,1,3,2,2,TRUE,FALSE,11575612,44600000,8,95500000,7500000,0.12121059685863876,FALSE,FALSE,1,2,5,9,0.5555555555555556,TRUE,11575612,4951717,6623895,2,4,0,2.643611758929031,9,1,8,0.1111111111111111,775000,11575612,0.06274992688621422,FALSE,0.603659,100
2025,MIN,Wild,W,C,82,45,30,7,97,228,239,-11,0.591463,standard,2024,697742.45,3101011,6,1,2,1,2,TRUE,FALSE,3101011,9450000,6,95500000,7500000,0.03247131937172775,TRUE,FALSE,0,0,6,6,1,TRUE,3101011,12837500,-9736489,1.5,2,0,1.4999034185947744,6,0,6,0,0,3101011,0,FALSE,0.530488,25
2025,MTL,Canadiens,E,A,82,40,31,11,91,245,265,-20,0.554878,standard,2024,906452.2,3476011,6,1,2,2,1,TRUE,FALSE,3476011,5375000,6,95500000,7500000,0.03639802094240838,TRUE,FALSE,1,2,3,6,0.5,TRUE,3476011,16762500,-13286489,1,1,0,1,6,0,6,0,0,3476011,0,FALSE,0.463415,32.5
2025,NJD,Devils,E,M,82,42,33,7,91,242,222,20,0.554878,standard,2024,232561.8,3100412,6,0,0,0,3,FALSE,FALSE,3100412,16875000,6,95500000,7500000,0.03246504712041884,TRUE,FALSE,0,4,2,7,0.2857142857142857,TRUE,3100412,4650406,-1549994,1.6666666666666667,4,0,1.2502628682897627,7,1,6,0.14285714285714285,775000,3100412,0.19997873774452884,FALSE,0.493902,8.3
2025,NSH,Predators,W,C,82,30,44,8,68,214,274,-60,0.414634,standard,2024,687500,2750000,1,0,1,0,0,FALSE,FALSE,2750000,5500000,1,95500000,7500000,0.0287958115183246,TRUE,FALSE,0,0,1,1,1,TRUE,2750000,775000,1975000,2,2,0,2,1,0,1,0,0,2750000,0,FALSE,0.603659,24.6
2025,NYI,Islanders,E,M,82,35,35,12,82,224,260,-36,0.5,standard,2024,707598,3425512,6,1,2,1,2,TRUE,FALSE,3425512,13525000,6,95500000,7500000,0.03586923560209424,TRUE,FALSE,1,2,3,7,0.42857142857142855,TRUE,3425512,4200000,-774488,1.3333333333333333,2,0,1.321238401733814,7,1,6,0.14285714285714285,1750000,3425512,0.338130797494045,FALSE,0.573171,25.3
2025,NYR,Rangers,E,M,82,39,36,7,85,256,255,1,0.518293,standard,2024,922676.5,4600706,6,1,2,0,3,TRUE,FALSE,4600706,56650000,6,95500000,7500000,0.04817493193717277,TRUE,FALSE,3,2,1,6,0.16666666666666666,TRUE,4600706,3913405,687301,2.5,7,1,1.663862459370366,6,0,6,0,0,4600706,0,FALSE,0.695122,33.1
2025,OTT,Senators,E,A,82,45,30,7,97,243,234,9,0.591463,standard,2024,1191875,7737500,8,2,1,0,2,TRUE,FALSE,7737500,8550000,8,95500000,7500000,0.08102094240837697,FALSE,FALSE,1,6,1,9,0.1111111111111111,TRUE,7737500,6637812,1099688,1.125,2,0,1.1050080775444264,9,1,8,0.1111111111111111,775000,7737500,0.09104258443465492,FALSE,0.47561,42.7
2025,PHI,Flyers,E,M,82,33,39,10,76,238,286,-48,0.463415,standard,2024,2086476.25,15800905,6,1,2,1,0,TRUE,FALSE,15800905,20050000,6,95500000,7500000,0.16545450261780104,FALSE,TRUE,0,3,3,6,0.5,TRUE,15800905,3875805,11925100,1.1666666666666667,2,0,1.2120131726632113,6,0,6,0,0,15800905,0,FALSE,0.530488,74.7
2025,PIT,Penguins,E,M,82,34,36,12,80,243,293,-50,0.487805,standard,2024,1104027.75,6326111,7,0,4,0,3,FALSE,FALSE,6326111,12400000,7,95500000,7500000,0.066242,FALSE,FALSE,1,2,4,9,0.4444444444444444,TRUE,6326111,2325212,4000899,1.4285714285714286,2,0,1.3597636841971317,9,2,7,0.2222222222222222,2850000,6326111,0.310589093789297,FALSE,0.536585,39.6
2025,SEA,Kraken,W,P,82,35,41,6,76,247,265,-18,0.463415,standard,2024,1125037.1,4500106,2,1,1,0,0,TRUE,FALSE,4500106,19000000,2,95500000,7500000,0.04712152879581152,TRUE,FALSE,0,1,1,2,0.5,TRUE,4500106,1450905,3049201,2.5,4,0,3.9999293349978866,2,0,2,0,0,4500106,0,FALSE,0.493902,40.3
2025,SJS,Sharks,W,P,82,20,50,12,52,210,315,-105,0.317073,standard,2024,2640173.3,10801224,10,1,3,4,0,TRUE,FALSE,10801224,31300000,10,95500000,7500000,0.1131018219895288,FALSE,FALSE,3,1,6,12,0.5,TRUE,10801224,3925000,6876224,1.2,2,0,1.601802721617476,12,2,10,0.16666666666666666,1550000,10801224,0.1254936352866728,FALSE,0.286585,94.6
2025,STL,Blues,W,C,82,44,30,8,96,254,233,21,0.585366,standard,2024,1523750,8200000,5,1,0,2,0,TRUE,FALSE,8200000,14075000,5,95500000,7500000,0.08586387434554973,FALSE,FALSE,1,4,0,5,0,FALSE,8200000,775312,7424688,1.4,2,0,1.7164634146341464,5,0,5,0,0,8200000,0,FALSE,0.560976,54.6
2025,TBL,Lightning,E,A,82,47,27,8,102,294,219,75,0.621951,standard,2024,813750,4650000,5,0,1,1,3,FALSE,FALSE,4650000,8525000,5,95500000,7500000,0.04869109947643979,TRUE,FALSE,2,1,2,5,0.4,TRUE,4650000,8175000,-3525000,1.8,3,0,1.8333333333333333,5,0,5,0,0,4650000,0,FALSE,0.597561,29.2
2025,TOR,Maple Leafs,E,A,82,52,26,4,108,268,231,37,0.658537,standard,2024,480000,2400000,3,0,0,3,0,FALSE,FALSE,2400000,4025000,3,95500000,7500000,0.02513089005235602,TRUE,FALSE,2,1,0,4,0,FALSE,2400000,4275106,-1875106,1.6666666666666667,2,0,1.6770833333333333,4,1,3,0.25,812500,2400000,0.2529182879377432,FALSE,0.621951,17.2
2025,UTA,Utah Hockey Club,W,C,82,38,31,13,89,241,251,-10,0.542683,standard,2024,2123750,14050000,7,1,2,1,0,TRUE,FALSE,14050000,36050000,7,95500000,7500000,0.14712041884816754,FALSE,FALSE,3,1,3,9,0.3333333333333333,TRUE,14050000,1750000,12300000,2.142857142857143,3,0,2.565836298932384,9,2,7,0.2222222222222222,1550000,14050000,0.09935897435897437,FALSE,0.469512,76.1
2025,VAN,Canucks,W,P,82,38,30,14,90,236,253,-17,0.54878,standard,2024,1150000,4975000,6,1,2,2,1,TRUE,FALSE,4975000,6525000,6,95500000,7500000,0.05209424083769633,FALSE,FALSE,1,1,4,6,0.6666666666666666,TRUE,4975000,6450905,-1475905,1.3333333333333333,2,0,1.3115577889447236,6,0,6,0,0,4975000,0,FALSE,0.664634,41.2
2025,VGK,Golden Knights,W,P,82,50,22,10,110,275,219,56,0.670732,standard,2024,603326.25,2738305,4,0,3,0,1,FALSE,FALSE,2738305,6300000,4,95500000,7500000,0.02867335078534031,TRUE,FALSE,0,1,3,5,0.6,TRUE,2738305,3125106,-386801,1.75,2,0,1.7169782036697885,5,1,4,0.2,775000,2738305,0.22059001424584543,FALSE,0.597561,21.6
2025,WPG,Jets,W,C,82,56,22,4,116,277,191,86,0.707317,standard,2024,1301281.8,13625212,10,1,1,0,5,TRUE,FALSE,13625212,15625000,10,95500000,7500000,0.14267237696335078,FALSE,FALSE,3,4,3,11,0.2727272727272727,TRUE,13625212,21300000,-7674788,1,1,0,1,11,1,10,0.09090909090909093,775000,13625212,0.05381865211428831,FALSE,0.670732,46.6
2025,WSH,Capitals,E,M,82,51,22,9,111,288,232,56,0.676829,standard,2024,0,0,0,0,0,0,0,FALSE,FALSE,0,0,0,95500000,7500000,0,TRUE,FALSE,0,0,0,0,0,FALSE,3100000,11175000,-8075000,1.25,2,0,1.25,5,1,4,0.2,2750000,3100000,0.4700854700854701,FALSE,0.554878,0
